2025-09-27 08:12:44,0B 06 01 96 00 64 69 5B 0B 86 03 22 63
2025-09-27 08:12:44,0B 06 01 97 00 78 39 52 0B 06 01 97 00 78 39 52
2025-09-27 08:12:44,0B 06 00 2C 00 00 48 A9 0B 06 00 2C 00 00 48 A9
2025-09-27 08:12:45,0B 03 00 01 00 01 D5 60 0B 03 02 00 91 E1 E9
2025-09-27 08:12:45,0B 03 00 03 00 03 F5 61 0B 03 06 00 9A 00 9C 00 9D 06 4E
2025-09-27 08:12:45,0B 03 00 65 00 02 D4 BE 0B 03 04 00 00 00 00 50 33
2025-09-27 08:12:46,0B 03 00 CA 00 02 E4 9F 0B 03 04 00 FF 00 01 A1 C3
2025-09-27 08:12:46,0B 03 00 3F 00 01 B4 AC 0B 03 02 00 15 E1 8A
2025-09-27 08:12:46,0B 03 01 5E 00 01 E4 8E 0B 03 02 00 00 20 45
2025-09-27 08:12:47,0B 03 01 58 00 01 04 8F 0B 03 02 00 00 20 45
2025-09-27 08:12:47,0B 06 01 91 01 2C D9 3C 0B 06 01 91 01 2C D9 3C
2025-09-27 08:12:47,0B 06 01 96 00 64 69 5B 0B 86 03 22 63
2025-09-27 08:12:48,0B 06 01 97 00 78 39 52 0B 06 01 97 00 78 39 52
2025-09-27 08:12:48,0B 06 00 2C 00 00 48 A9 0B 06 00 2C 00 00 48 A9
2025-09-27 08:12:48,0B 03 00 01 00 01 D5 60 0B 03 02 00 91 E1 E9
2025-09-27 08:12:49,0B 03 00 03 00 03 F5 61 0B 03 06 00 9A 00 9C 00 9D 06 4E
2025-09-27 08:12:49,0B 03 00 65 00 02 D4 BE 0B 03 04 00 00 00 00 50 33
2025-09-27 08:12:49,0B 03 00 CA 00 02 E4 9F 0B 03 04 00 FF 00 01 A1 C3
2025-09-27 08:12:50,0B 03 00 3F 00 01 B4 AC 0B 03 02 00 15 E1 8A
2025-09-27 08:12:50,0B 03 01 5E 00 01 E4 8E 0B 03 02 00 00 20 45
2025-09-27 08:12:50,0B 03 01 58 00 01 04 8F 0B 03 02 00 00 20 45
2025-09-27 08:12:51,0B 06 01 91 01 2C D9 3C 0B 06 01 91 01 2C D9 3C
2025-09-27 08:12:51,0B 06 01 96 00 64 69 5B 0B 86 03 22 63
2025-09-27 08:12:51,0B 06 01 97 00 78 39 52 0B 06 01 97 00 78 39 52
2025-09-27 08:12:52,0B 06 00 29 00 02 D9 69 0B 06 00 29 00 02 D9 69
2025-09-27 08:12:52,0B 10 01 FA 00 02 04 00 02 00 0B B0 DB 0B 10 01 FA 00 02 60 AF
2025-09-27 08:12:52,0B 06 02 09 00 00 58 DA 0B 06 02 09 00 00 58 DA
2025-09-27 08:12:53,0B 06 02 0F 00 78 B8 F9 0B 06 02 0F 00 78 B8 F9
2025-09-27 08:12:53,0B 06 02 3D 00 01 D8 D4 0B 06 02 3D 00 01 D8 D4
2025-09-27 08:12:53,0B 10 02 45 00 03 06 FF FF FE D4 01 2C 96 70 0B 10 02 45 00 03 90 CF
2025-09-27 08:12:54,0B 10 02 4A 00 03 06 FF FF 00 64 01 CC 97 C7 0B 10 02 4A 00 03 A0 CC
2025-09-27 08:12:54,0B 06 02 BF 00 01 78 FC 0B 06 02 BF 00 01 78 FC
2025-09-27 08:12:54,0B 10 02 CF 00 02 04 00 01 00 32 57 12 0B 10 02 CF 00 02 70 E5
2025-09-27 08:12:55,0B 10 02 F9 00 04 08 00 01 00 0B 00 00 00 03 91 22
2025-09-27 08:12:55,0B 10 02 F9 00 04 10 E9
2025-09-27 08:12:55,0B 06 03 27 00 00 39 2F 0B 06 03 27 00 00 39 2F
